doc_id,title,year,municipio,tipo,url
DOC-006,Ley_133_1975: Ley de Bosques de Puerto Rico,1975,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Recursos%20Naturales/133-1975/133-1975.pdf
DOC-007,"""Ley_ 136 _1976: Ley para la Conservación",1976,Todo PR,Asamblea Legislativa de Puerto Rico,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Recursos%20Naturales/136-1976/136-1976.pdf
DOC-009,Ley_278_ 1998: Ley de Pesquerías de Puerto Rico,1998,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Recursos%20Naturales/278-1998/278-1998.pdf
DOC-010,Ley_292_ 1999: Ley para la Protección y Conservación de la Fisiografía Cársica de Puerto Rico”,1999,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/292-1999.pdf
DOC-018,Plan y Reglamento del Área de Planificación Especial del Carso (PRAPEC),2014,N/A,Plan,https://jp.pr.gov/wp-content/uploads/2021/09/PLAN-DE-MANEJO-DEL-CARSO.pdf
DOC-025,"""Ley_29_2009: Ley de Alianzas Público Privadas""",2009,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/APP/29-2009.pdf
DOC-026,Ley_120_2018: Ley para Transformar el Sistema Eléctrico de Puerto Rico,2018,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Energ%C3%ADa/120-2018.pdf
DOC-027,Ley_66_1991: Ley del Fondo de Mantenimiento Extraordinario,1991,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Infraestructura/66-1991.pdf
DOC-028,Ley_47_1965: Ley para Autorizar a Entidades Gubernamentales a Construir Bases sobre el Espacio Aéreo de Vías y Terrenos Públicos,1965,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Terrenos/47-1965.pdf
DOC-029,Ley_550_2004: Ley para el Plan de Uso de Terrenos del Estado Libre Asociado de Puerto Rico,2004,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Terrenos/550-2004.pdf
DOC-030,Ley_83_1941: Ley de la Autoridad de Energía Eléctrica de Puerto Rico,1941,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Energ%C3%ADa/83-1941/83-1941.pdf
DOC-031,"""Ley_121_1977: Ley de la Autoridad de Puerto Rico para el Financiamiento de Facilidades Industriales",1977,Leyes,"Médicas y de Control Ambiental”""",https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/121-1977.pdf
DOC-032,Ley_276_2012: Ley para el Desarrollo Inteligente de la Infraestructura en Puerto Rico”,2012,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Infraestructura/276-2012.pdf
DOC-111,Ley_97_1972: Ley Orgánica del Departamento de la Vivienda,1972,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/LeyesOrganicas/pdf/97-1972.pdf
DOC-112,Ley_66_1998: Ley Orgánica de la Administración de Vivienda Pública de Puerto Rico,1998,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/LeyesOrganicas/pdf/66-1989.pdf
DOC-113,Ley_47_1987: Ley de Coparticipación del Sector Público y Privado para la Nueva Operación de Vivienda,1987,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Vivienda/47-1987/47-1987.pdf
DOC-114,Ley_129_2020: Ley de Condominios de Puerto Rico,2020,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/129-2020.pdf
DOC-115,Ley_76_1994: Ley para Regular los Contratos de Arrendamiento de Bienes Muebles,1994,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Contratos/76-1994/76-1994.pdf
DOC-116,Plan Estatal Consolidado de Acción para Programas de Vivienda y Desarrollo Comunitario,2026,N/A,Plan,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/CDBG/CDBG-Estado/Planes-de-Accion-Anual-y-Consolidados/Draft_2026_Action_Plan_PRDOH.pdf
DOC-117,Plan Estatal Consolidado de Acción para Programas de Vivienda y Desarrollo Comunitario.,2024,N/A,Plan,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/CDBG/CDBG-Estado/Planes-de-Accion-Anual-y-Consolidados/Plan_de_Accion_2024.pdf
DOC-118,Plan Estatal de Vivienda 2024-2030,2024,N/A,Plan,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/Planificacion_Estrategica/State_Housing_Plan/Plan_Estatal_de_Vivienda_2024-2030_Final_julio_2025.pdf
DOC-122,Plan Estatal de Mitigación,2021,N/A,Plan,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Documentacion/Documentos%20Mitigacion/2021_PR_State_Hazard_Mitigation_Plan_Aug2021_1of2-1.pdf
DOC-124,Reglamento Conjunto para la Evaluación y Expedición de Permisos,2021,N/A,Reglamento,https://gis.jp.pr.gov/Externo_Econ/Datos%20JP/Reglamento%20Conjunto%202020%20-Vigencia%202%20Enero%202021.pdf
DOC-125,Plan de Uso de Terrenos de Puerto Rico (PUT-PR),2015,N/A,Plan territorial,https://gis.jp.pr.gov/PUT2015/Gu%C3%ADa%20Plan%20de%20Uso%20de%20Terrenos%202016.pdf
DOC-129,Ley Núm. 241-1999 – Nueva Ley de Vida Silvestre de Puerto Rico,1999,N/A,Leyes,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/Recursos%20Naturales/241-1999/241-1999.pdf
DOC-130,Plan de Acción Climática Prioritaria de Puerto Rico (PCAP),2024,N/A,Plan,https://www.epa.gov/system/files/documents/2024-03/puerto-rico-pcap.pdf
DOC-134,Código de Prevención de Incendios de Puerto Rico (Puerto Rico Fire Code),2018,N/A,Código de seguridad,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/2-2017/2-2017-Tomo2.pdf
DOC-190,HOME/ HTF Basic Threshold / Point Ranking Evaluations & Underwriting and Subsidy Layering Guidelines,2025,N/A,Otro,https://www.afv.pr.gov/wp-content/uploads/2026/01/home-htf-underwriting-guidelines-nofa-2025-30-octubre-2025.pdf
DOC-191,Plan de Acción para fondos de HUD,2025,N/A,Plan,https://www.afv.pr.gov/wp-content/uploads/2025/12/action-plan-2025-revised-by-hud.pdf
RV-001,"""PARA ESTABLECER LAS NORMAS Y DISPOSICIONES DE LA LEY 173 DE 31 DE AGOSTO DE 1996",2019,Todo PR,DEPARTAMENTO DE LA VIVIENDA,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/Reglamentos/Subsidio%20de%20Viviendas/Reglamento_173_Marzo_2019.pdf
RV-002,"""EL PROGRAMA DE ALQUILER DE VIVIENDA PARA PERSONAS DE MAYOR EDAD CON INGRESOS BAJOS",1998,Todo PR,Departamento de Vivienda y Departamento de Hacienda,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/Reglamentos/Subsidio%20de%20Viviendas/Programa_De_Alquiler_De_Vivienda_Para_Personas_De_Mayor_Edad_Con_Ingresos_Bajos_Enmendado_Regl_6546.pdf
RV-003,"""Reglamentos Dpt. Vivienda: PARA LA CONCESION DE TITULOS DE PROPIEDAD А LOS BENEFICIARIOS DEL TITULO V DE LA LEY NUMERO 26 DEL 12 DE ABRIL DE 1941",1989,Todo PR,Departamento de Vivienda,http://docs.pr.gov/files/Vivienda/vivienda.pr.gov/Reglamentos/Gerencia%20y%20Desarrollo%20de%20Proyectos/Establece_Los_Procedimientos_Para_La_Concesion_De_Titulos_De_Propiedad_A_Los_Beneficiarios_Del_Titulo_V_De_La_Ley_De_Tierra.pdf
RV-004,"""PARA LA ADMINISTRACION DEL PROCEDIMIENTO DE SORTEOS DE SOLARES EN URBANIZACIONES CON REQUISITOS MINIMOS Y COMUNIDADES RURALES SEGUN DISPUESTO EN LA LEY NUMERO UNO (1) DEL 11 DE JULIO DE 1972",1989,Todo PR,Departamento de Vivienda,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/Reglamentos/Gerencia%20y%20Desarrollo%20de%20Proyectos/Establece_Los_Procedimientos_De_Sorteos_De_Solares_En_Urbanizaciones_Con_Requisitos_Minimos_Y_Comunidades_Rurales.pdf
RV-006,"""PARA EL DESARROLLO Y VENTA DE SOLARES""",1999,N/A,Reglamento,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/Reglamentos/Gerencia%20y%20Desarrollo%20de%20Proyectos/6022_Reglamento_Para_el_Desarrollo_y_Venta_de_Solares.pdf
RV-008,"""Para el Centro de Cuidado Diurno del Departamento de la Vivienda",2000,Todo PR,Departamento de Vivienda,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/Reglamentos/Recursos%20Humanos/Reglamento_Centro_de_Cuidado_Diurno_1.pdf
RV-009,"""REGLAMENTO DE SUBASTAS DEL DEPARTAMENTO DE LA VIVIENDA Y SUS AGENCIAS ADSCRITAS""",2000,N/A,Reglamento,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/Reglamentos/Finanzas%20y%20Administraci%C3%B3n/7459_Enmienda_al_Reglamento_para_la_Adquisicion_y_Disposicion_de_Propiedades_Inmuebles_Vigencia_inmediata.pdf
RV-010,"""REGLAMENTO DE COMPRAS DE BIENES Y SERVICIOS NO PERSONALES DEL DEPARTAMENTO DE LA VIVIENDA Y SUS COMPONENTES DEROGA LOS SIGUIENTES REGLAMENTOS:""",2010,N/A,Reglamento,https://docs.pr.gov/files/Vivienda/vivienda.pr.gov/Reglamentos/Finanzas%20y%20Administraci%C3%B3n/7854_Reglamento_de_Compras_de_Bienes_y_Servicios_no_personales.pdf
DOC-085,Plan de Recuperación Municipal de Naguabo,2022,Naguabo,Plan,https://recuperacion.pr.gov/wp-content/uploads/2023/08/PLN_MRP_borrador-final-de-naguabo.pdf
HMP-053,Plan de Mitigación de Riesgos – Naguabo,2021,Naguabo,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Nagu-Approved-HMP.pdf
WCRP-011,Plan de Resiliencia Comunitaria Río Blanco,2025,Naguabo,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-05-13_PLN_WCRP_Plan_Resiliencia_Comunitaria_Rio_Blanco_vfinal.pdf
WCRP-012,Plan de Resiliencia Comunitaria Tropical Beach,2025,Naguabo,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-06-26_PLN_WCRP_Plan_Resiliencia_Comunitaria_Tropical_Beach_v.final.pdf
HMP-054,Plan de Mitigación de Riesgos – Naranjito,2020,Naranjito,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Naranjito-Approved-HMP.pdf
DOC-087,Plan de Recuperación Municipal de Orocovis,2022,Orocovis,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/Orocovis-PL-Final-Plan-document-Signed-PR-MRP-00035-Applicant-10-21-2022.pdf
HMP-055,Plan de Mitigación de Riesgos – Orocovis,2020,Orocovis,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/OROC-Approved-HMP.pdf
DOC-088,Plan de Recuperación Municipal de Patillas,2022,Patillas,Plan,https://recuperacion.pr.gov/wp-content/uploads/2023/03/MRP-Patillas-borrador-final.pdf
HMP-056,Plan de Mitigación de Riesgos – Patillas,2020,Patillas,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/PATI-Approved-HMP.pdf
DOC-089,Plan de Recuperación Municipal de Peñuelas,2022,Peñuelas,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/08/Penuelas-Final-Plan-document-Signed.pdf
HMP-057,Plan de Mitigación de Riesgos – Peñuelas,2020,Peñuelas,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Penu-Approved-HMP.pdf
DOC-023,Orden Ejectiva para aprobar la delimitación y la designación de la Reserva Natural Punta Cabuyones,2016,Ponce,Orden ejecutiva,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes/Reserva%20Natural%20Punta%20Cabullones%20en%20el%20Municipio%20de%20Ponce/OE-2016-078.pdf
DOC-090,Plan de Recuperación Municipal de Ponce,2022,Ponce,Plan,https://poncerestart.com/wp-content/uploads/2023/11/PonceREstartDocument.pdf
HMP-058,Plan de Mitigación de Riesgos – Ponce,2020,Ponce,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Ponc-Plan-Approved-210729.pdf
WCRP-013,Plan de Resiliencia Comunitaria Barrio Bélgica,2025,Ponce,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-12-11-PLN_WCRP_CRP_Final%20Plan_Belgica_v1.pdf
WCRP-014,Plan de Resiliencia Comunitaria Centro Urbano de Ponce,2025,Ponce,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-12-11-PLN_WCRP_CRP_Final%20Plan_Ponce_v1.pdf
WCRP-015,Plan de Resiliencia Comunitaria Comunidad El Tuque,2025,Ponce,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-03-13_PLN_WCRP_CRP_El_Tuque_vfinal.pdf
WCRP-016,Plan de Resiliencia Comunitaria Comunidad Montes Llanos,2025,Ponce,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-02-12_WCRP_CRP_Montes_Llanos_vfinal.pdf
WCRP-017,Plan de Resiliencia Comunitaria Comunidad Tiburones,2025,Ponce,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-01-17_WCRP_CRP_Tiburones_vfinal.pdf
HMP-059,Plan de Mitigación de Riesgos – Quebradillas,2020,Quebradillas,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Queb-Approved-HMP.pdf
DOC-092,Plan de Recuperación Municipal de Rincón,2022,Rincón,Plan,https://estudiostecnicos.com/wp-content/uploads/2023/01/MRP-Rincon-Final-Draft-1.26.2023.pdf
HMP-060,Plan de Mitigación de Riesgos – Rincón,2020,Rincón,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Rincon-Approved-HMP-200828_with-Certif.pdf
DOC-024,Plan y Reglamento Especial para el sector Punta Picúa,2011,Río Grande,Plan sectorial,https://jp.pr.gov/wp-content/uploads/2022/01/Plan-y-Reglamento-Especial-para-el-Sector-Punta-Picua-Num-8109.pdf
DOC-093,Plan de Recuperación Municipal de Río Grande,2022,Río Grande,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/05/2024.02.25-PLN_MRP_Plan-Rio-Grande.pdf
HMP-061,Plan de Mitigación de Riesgos – Río Grande,2020,Río Grande,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/RGRA-ApprovedHMP-210730.pdf
DOC-094,Plan de Recuperación Municipal de Sabana Grande,2022,Sabana Grande,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/Sabana-Grande-PL-Final-Plan-document-Signed-PR-MRP-00080-Applicant-SABANA-GRANDE-1-17-2023.pdf
HMP-062,Plan de Mitigación de Riesgos – Sabana Grande,2022,Sabana Grande,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigacion%20Actualizados/PLAN-DE-MITIGACION-MULTIRIESGOS-2022-ACTUALIZADO-05-23-1.pdf
HMP-063,Plan de Mitigación de Riesgos – Salinas,2019,Salinas,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/SALI-Approved-HMP-200805.pdf
DOC-096,Plan de Recuperación Municipal de San Germán,2022,San Germán,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/San-German-Plan-PL-Final-Plan-document-Signed-PR-MRP-00029-Applicant-SAN-GERMAN-11-30-2022.pdf
HMP-064,Plan de Mitigación de Riesgos – San Germán,2020,San Germán,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Sger-Plan-ApprovedHMP-201204.pdf
WCRP-018,Plan de Resiliencia Comunitaria Centro Urbano de San Germán,2025,San Germán,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-12-11-PLN_WCRP_CRP_Final%20Plan_SanGerman_v1.pdf
DOC-001,"""Ley_112_2013: Ley de la Reserva Natural Estuarina de la Laguna del Condado """,2013,San Juan,Otro,https://bvirtualogp.pr.gov/ogp/Bvirtual/leyesreferencia/PDF/2/0112-2013.pdf
DOC-019,Plan sectorial para la zona histórica de Miramar,2016,San Juan,Plan sectorial,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes/Plan%20Sectorial%20para%20la%20Zona%20Hist%C3%B3rica%20de%20Miramar/Plan-Sectorial-para-la-Zona-Historica-de-Miramar.pdf
DOC-097,Plan de Recuperación Municipal de San Juan,2022,San Juan,Plan,https://sanjuan.pr/wp-content/uploads/2024/03/Plan-Final_San-Juan3.12.24-Modificaciones.pdf
DOC-131,Plan de Respuesta a Emergencias – Centro de Convenciones de Puerto Rico,2025,San Juan,Plan,https://www.prconvention.com/pdf/Emergency-Response-Plan-PRCC-REV-2025.pdf
HMP-065,Plan de Mitigación de Riesgos – San Juan,2021,San Juan,Plan de Mitigación,https://sanjuan.pr/wp-content/uploads/2026/02/Plan-Mitigacion_MSJ_HMP_Borrador.pdf
WCRP-019,Plan de Resiliencia Comunitaria Comunidad Jardines de Berwind,2025,San Juan,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_08_22_PLN_WCRP_Report_Final_CRP_Jardines_de_Berwind_ES_v1.pdf
WCRP-020,Plan de Resiliencia Comunitaria Comunidad Playita,2025,San Juan,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-02-24_PLN_WCRP_CRP_Playita_vfinal.pdf
WCRP-021,Plan de Resiliencia Comunitaria Seboruco,2025,San Juan,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-05-02_PLN_WCRP_CRP_Seboruco_vfinal.pdf
DOC-098,Plan de Recuperación Municipal de San Lorenzo,2022,San Lorenzo,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/San-Lorenzo-PL-Deliverable-4-Plan-Development.pdf
HMP-066,Plan de Mitigación de Riesgos – San Lorenzo,2021,San Lorenzo,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigacion%20Actualizados/San-Lorenzo-Plan-de-Mitigacion-abril-2021.pdf
DOC-099,Plan de Recuperación Municipal de San Sebastián,2022,San Sebastián,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/10/San-sebastian-Final-Plan-document-Signed.pdf
HMP-067,Plan de Mitigación de Riesgos – San Sebastián,2024,San Sebastián,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/SSeb-FinalHMP-Approved-20240801-1.pdf
DOC-100,Plan de Recuperación Municipal de Santa Isabel,2022,Santa Isabel,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/08/Santa-Isabel-Final-Plan-document-Signed.pdf
HMP-068,Plan de Mitigación de Riesgos – Santa Isabel,2019,Santa Isabel,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Santa-Isabel-SISA-Approved-HMP-200826_with-certif.pdf
WCRP-022,Plan de Resiliencia Comunitaria Comunidad Canta Sapo,2025,Santa Isabel,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_07_31_PLN_WCRP_CRP_Canta_Sapo_vfinal.pdf
WCRP-023,Plan de Resiliencia Comunitaria Comunidad Peñuelas,2025,Santa Isabel,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_07_21_PLN_WCRP_CRP_Penuelas_vfinal.pdf
HMP-069,Plan de Mitigación de Riesgos – Toa Alta,2020,Toa Alta,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Toa-Alta-Plan-Approved-HMP.pdf
DOC-102,Plan de Recuperación Municipal de Toa Baja,2022,Toa Baja,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/05/2024.05.10-Plan-final-Municipio-de-Toa-Baja.pdf
HMP-070,Plan de Mitigación de Riesgos – Toa Baja,2024,Toa Baja,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/TBAJ-FinalHMP_Approved.pdf
WCRP-024,Plan de Resiliencia Comunitaria Comunidad Ingenio,2025,Toa Baja,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_09_16_PLN_WCRP_Report_Final_CRP_Ingenio_ES_v2.pdf
WCRP-025,Plan de Resiliencia Comunitaria Comunidad San José,2025,Toa Baja,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_03_31_PLN_WCRP_CRP_San_Jose_vfinal.pdf
WCRP-026,Plan de Resiliencia Comunitaria Comunidad Villa Calma 1,2025,Toa Baja,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_09_22_PLN_WCRP_Report_Final_CRP_Villa_Calma_I_ES_v1.pdf
WCRP-027,Plan de Resiliencia Comunitaria Comunidad Villa Calma 2,2025,Toa Baja,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_09_29_PLN_WCRP_Report_Final_CRP_Villa_Calma_II_ES_v1.pdf
WCRP-028,Plan de Resiliencia Comunitaria Comunidad Villas del Sol,2025,Toa Baja,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025_08_29_PLN_WCRP_Report_Final_CRP_Villas_del_Sol_ES_v1.pdf
WCRP-029,Plan de Resiliencia Comunitaria Cuarta Sección de Levittown,2025,Toa Baja,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-08-18_PLN_WCRP_Plan_Final_4ta_Seccion_ES.pdf
WCRP-030,Plan de Resiliencia Comunitaria Lagos de Plata,2025,Toa Baja,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-08-18_PLN_WCRP_Plan_Final_Lagos_de_Plata_ES.pdf
HMP-071,Plan de Mitigación de Riesgos – Trujillo Alto,2021,Trujillo Alto,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Truj-Plan-ApprovedHMP.pdf
HMP-072,Plan de Mitigación de Riesgos – Utuado,2020,Utuado,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Utua-Approved-HMP_2022.pdf
WCRP-031,Plan de Resiliencia Comunitaria Comunidad Limón,2025,Utuado,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-03-27_PLN_WCRP_CRP_Limon_Rev_vfinal.pdf
WCRP-032,Plan de Resiliencia Comunitaria Comunidad Paso Palma,2025,Utuado,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-03-28_PLN_WCRP_CRP_Paso_Palma_vfinal.pdf
DOC-105,Plan de Recuperación Municipal de Vega Alta,2022,Vega Alta,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/10/2024-10-7_PLN_MRP_Plan-Vega-Alta.pdf
HMP-073,Plan de Mitigación de Riesgos – Vega Alta,2020,Vega Alta,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/Valt-Approved-HMP-200622.pdf
WCRP-033,Plan de Resiliencia Comunitaria Comunidad Ceiba Carmelita,2025,Vega Alta,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-02-18_PLN_WCRP_CRP_Ceiba_Carmelita_vfinal.pdf
DOC-106,Plan de Recuperación Municipal de Vega Baja,2022,Vega Baja,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2024/10/2024-04-16_PLN_MRP_Plan-Vega-Baja.pdf
HMP-074,Plan de Mitigación de Riesgos – Vega Baja,2020,Vega Baja,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/VBaj-HMP-ExeSummary-210309.pdf
DOC-107,Plan de Recuperación Municipal de Vieques,2022,Vieques,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/09/Vieques-Final-Plan-document-Signed.pdf
HMP-075,Plan de Mitigación de Riesgos – Vieques,2020,Vieques,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Actualizados%20por%20los%20municipios/VIEQ-Approved-HMP.pdf
WCRP-034,Plan de Resiliencia Comunitaria Comunidad Villa Borinquen,2025,Vieques,Plan,https://recuperacion.pr.gov/wcrp/assets/planes/2025-03-18_PLN_WCRP_CRP_Villa_Borinquen_vfinal.pdf
DOC-108,Plan de Recuperación Municipal de Villalba,2022,Villalba,Plan,https://estudiostecnicos.com/wp-content/uploads/2022/06/20018-CDBG-DR-MRP_Villalba_FINAL.pdf
HMP-076,Plan de Mitigación de Riesgos – Villalba,2021,Villalba,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigacion%20Actualizados/Plan-Mitigacion-Villalba-Aprobado-17-dic-2021.pdf
DOC-011,Plan Sectorial de la Reserva Natural de Puerto Rico Humedal de la Playa Lucía,2016,Yabucoa,Plan sectorial,https://jp.pr.gov/wp-content/uploads/2021/08/PLANSE_1.pdf
DOC-109,Plan de Recuperación Municipal de Yabucoa,2022,Yabucoa,Plan,https://cdn.recuperacion.pr.gov/w3cacheitdg/wp-content/uploads/2023/03/YABUCOA-Plan-FINAL-9.16.2022.pdf
HMP-077,Plan de Mitigación de Riesgos – Yabucoa,2020,Yabucoa,Plan de Mitigación,https://docs.pr.gov/files/JP-Junta%20de%20Planificacion/Planes%20de%20Mitigaci%C3%B3n%20Aprobados/Resumen%20Ejecutivo/Yabu-Approved-HMP-1.pdf
